contrat_id,annee,branche,zone_geo,somme_assuree,nb_salaries,secteur,historique_sinistres,proba_sinistre,a_sinistre,montant_brut,depasse_priorite,charge_reassureur,montant_hors_traite,prime_fictive
1049,2016,rc,Paris,303949.0,325,industrie,1,0.07269745,0,0.0,0,0.0,0.0,1519.7450000000001
1050,2019,sante,Cotier,717216.0,109,btp,0,0.1517608,0,0.0,0,0.0,0.0,3586.08
1051,2020,sante,Paris,14414.0,80,btp,1,0.06372069999999999,0,0.0,0,0.0,0.0,72.07000000000001
1052,2016,prevoyance,Paris,329643.0,90,industrie,0,0.08048215,0,0.0,0,0.0,0.0,1648.2150000000001
1053,2016,sante,Province,33767.0,458,sante,2,0.08248834999999999,0,0.0,0,0.0,0.0,168.835
1054,2020,sante,Province,161344.0,407,services,0,0.0637672,0,0.0,0,0.0,0.0,806.72
1055,2018,sante,Province,111966.0,376,sante,0,0.0581983,0,0.0,0,0.0,0.0,559.83
1056,2017,prevoyance,Paris,360081.0,309,sante,2,0.12390405,0,0.0,0,0.0,0.0,1800.405
1057,2019,sante,Paris,214020.0,117,services,1,0.047401,0,0.0,0,0.0,0.0,1070.1
1058,2017,prevoyance,Province,817610.0,111,services,1,0.1169805,1,1036742.5728197298,1,800000.0,36742.5728197298,4088.05
1059,2020,sante,Cotier,79041.0,419,services,2,0.14085205,0,0.0,0,0.0,0.0,395.205
1060,2016,prevoyance,Cotier,381146.0,100,btp,1,0.1840573,0,0.0,0,0.0,0.0,1905.73
1061,2016,rc,Province,197732.0,374,services,0,0.0622866,0,0.0,0,0.0,0.0,988.66
1062,2019,prevoyance,Cotier,22872.0,25,btp,3,0.17864359999999999,0,0.0,0,0.0,0.0,114.36
1063,2016,prevoyance,Province,54050.0,119,industrie,2,0.0896025,0,0.0,0,0.0,0.0,270.25
1064,2016,prevoyance,Province,135964.0,272,btp,1,0.1289982,0,0.0,0,0.0,0.0,679.82
1065,2019,sante,Province,618314.0,169,services,3,0.0928157,0,0.0,0,0.0,0.0,3091.57
1066,2019,prevoyance,Province,283926.0,262,industrie,4,0.1353963,0,0.0,0,0.0,0.0,1419.63
1067,2020,prevoyance,Province,40095.0,98,btp,3,0.12680475,0,0.0,0,0.0,0.0,200.475
1068,2016,sante,Province,137533.0,104,industrie,2,0.05227665,0,0.0,0,0.0,0.0,687.665
1069,2016,prevoyance,Paris,1832823.0,281,industrie,2,0.19474114999999997,0,0.0,0,0.0,0.0,9164.115
1070,2020,rc,Paris,185994.0,256,industrie,4,0.0898997,0,0.0,0,0.0,0.0,929.97
1071,2018,rc,Paris,109887.0,370,services,3,0.08749435,0,0.0,0,0.0,0.0,549.4350000000001
1072,2018,sante,Province,293633.0,387,services,2,0.08838165,0,0.0,0,0.0,0.0,1468.165
1073,2018,prevoyance,Paris,406798.0,215,btp,4,0.16683989999999999,0,0.0,0,0.0,0.0,2033.99
1074,2020,sante,Paris,94146.0,354,btp,1,0.0951073,0,0.0,0,0.0,0.0,470.73
1075,2016,prevoyance,Province,297476.0,327,services,2,0.12257380000000001,0,0.0,0,0.0,0.0,1487.38
1076,2020,prevoyance,Province,109681.0,295,services,0,0.08998405,0,0.0,0,0.0,0.0,548.405
1077,2020,prevoyance,Province,385846.0,257,industrie,1,0.1099923,0,0.0,0,0.0,0.0,1929.23
1078,2018,rc,Province,199512.0,464,btp,0,0.10137560000000001,0,0.0,0,0.0,0.0,997.5600000000001
1079,2017,prevoyance,Cotier,290210.0,405,services,1,0.18001050000000002,0,0.0,0,0.0,0.0,1451.05
1080,2016,sante,Cotier,65446.0,76,industrie,3,0.1158723,0,0.0,0,0.0,0.0,327.23
1081,2018,sante,Cotier,60746.0,484,industrie,3,0.1564373,0,0.0,0,0.0,0.0,303.73
1082,2017,prevoyance,Province,506154.0,55,services,2,0.1058077,0,0.0,0,0.0,0.0,2530.77
1083,2017,prevoyance,Paris,147964.0,476,btp,0,0.13999820000000002,0,0.0,0,0.0,0.0,739.82
1084,2019,rc,Cotier,229129.0,52,industrie,2,0.11165644999999999,0,0.0,0,0.0,0.0,1145.645
1085,2016,sante,Paris,112682.0,238,services,1,0.0544341,0,0.0,0,0.0,0.0,563.41
1086,2017,sante,Paris,478529.0,448,industrie,0,0.08372645000000001,0,0.0,0,0.0,0.0,2392.645
1087,2018,prevoyance,Province,78482.0,310,sante,2,0.1099241,0,0.0,0,0.0,0.0,392.41
1088,2019,prevoyance,Paris,138314.0,453,btp,2,0.15721569999999999,1,253447.98560101644,1,53447.98560101644,0.0,691.57
1089,2016,prevoyance,Cotier,417981.0,243,industrie,1,0.17019905000000002,0,0.0,0,0.0,0.0,2089.905
1090,2020,prevoyance,Province,665013.0,208,industrie,1,0.11905065,0,0.0,0,0.0,0.0,3325.065
1091,2018,prevoyance,Province,86811.0,345,sante,2,0.11384055,0,0.0,0,0.0,0.0,434.055
1092,2017,rc,Province,1709345.0,41,industrie,1,0.11456725,0,0.0,0,0.0,0.0,8546.725
1093,2017,prevoyance,Province,237018.0,273,sante,0,0.09415090000000001,0,0.0,0,0.0,0.0,1185.09
1094,2018,prevoyance,Paris,46559.0,122,services,4,0.10952795,0,0.0,0,0.0,0.0,232.79500000000002
1095,2017,sante,Province,253435.0,470,industrie,4,0.11467175,0,0.0,0,0.0,0.0,1267.175
1096,2019,sante,Province,102786.0,327,btp,2,0.1028393,0,0.0,0,0.0,0.0,513.9300000000001
1097,2016,prevoyance,Province,274000.0,468,services,1,0.1255,0,0.0,0,0.0,0.0,1370.0
1098,2019,sante,Province,154596.0,285,sante,1,0.0612298,0,0.0,0,0.0,0.0,772.98
1099,2017,prevoyance,Paris,177927.0,155,btp,0,0.10939635,0,0.0,0,0.0,0.0,889.635
1100,2020,prevoyance,Paris,54507.0,366,services,1,0.10432535000000001,0,0.0,0,0.0,0.0,272.535
1101,2016,prevoyance,Paris,533959.0,15,btp,2,0.13319795,0,0.0,0,0.0,0.0,2669.795
1102,2016,rc,Paris,40646.0,349,btp,5,0.1319323,1,323439.001719699,1,123439.00171969901,0.0,203.23000000000002
1103,2018,prevoyance,Cotier,43023.0,489,services,1,0.17605115,0,0.0,0,0.0,0.0,215.115
1104,2018,prevoyance,Cotier,252921.0,117,services,0,0.13934604999999997,0,0.0,0,0.0,0.0,1264.605
1105,2020,prevoyance,Paris,1113939.0,422,industrie,3,0.18289695,0,0.0,0,0.0,0.0,5569.695
1106,2016,rc,Province,106605.0,269,services,1,0.05723025,0,0.0,0,0.0,0.0,533.025
1107,2020,prevoyance,Province,377440.0,80,btp,2,0.131872,0,0.0,0,0.0,0.0,1887.2
1108,2018,prevoyance,Paris,590077.0,436,services,3,0.15810385,0,0.0,0,0.0,0.0,2950.385
1109,2018,prevoyance,Paris,432623.0,349,services,1,0.12153114999999999,1,209038.43848883786,1,9038.438488837855,0.0,2163.1150000000002
1110,2016,prevoyance,Cotier,112033.0,171,btp,2,0.18770165,1,243190.31188851455,1,43190.31188851455,0.0,560.165
1111,2019,sante,Province,43947.0,109,industrie,2,0.048097350000000004,0,0.0,0,0.0,0.0,219.735
1112,2017,sante,Cotier,11510.0,336,services,1,0.1191755,0,0.0,0,0.0,0.0,57.550000000000004
1113,2018,prevoyance,Paris,118728.0,42,sante,0,0.0651364,1,249654.21400603795,1,49654.214006037946,0.0,593.64
1114,2018,prevoyance,Province,669111.0,152,services,1,0.11365555,1,234377.36749579356,1,34377.36749579356,0.0,3345.5550000000003
1115,2019,prevoyance,Paris,42235.0,253,services,2,0.10241175000000001,1,237682.249349383,1,37682.249349383,0.0,211.175
1116,2019,prevoyance,Paris,377095.0,233,services,1,0.10715474999999999,0,0.0,0,0.0,0.0,1885.4750000000001
1117,2020,prevoyance,Province,52043.0,223,btp,1,0.11990215,0,0.0,0,0.0,0.0,260.21500000000003
1118,2020,sante,Paris,184848.0,129,services,1,0.0471424,0,0.0,0,0.0,0.0,924.24
1119,2017,rc,Paris,380541.0,177,industrie,1,0.061727050000000006,0,0.0,0,0.0,0.0,1902.705
1120,2017,rc,Paris,73762.0,358,industrie,2,0.0744881,0,0.0,0,0.0,0.0,368.81
1121,2016,rc,Paris,199702.0,226,btp,1,0.0875851,0,0.0,0,0.0,0.0,998.51
1122,2020,sante,Province,98903.0,398,services,1,0.06974515,0,0.0,0,0.0,0.0,494.515
1123,2018,sante,Province,379336.0,471,btp,2,0.13106679999999998,0,0.0,0,0.0,0.0,1896.68
1124,2020,prevoyance,Paris,215859.0,443,services,1,0.12009295,0,0.0,0,0.0,0.0,1079.295
1125,2018,sante,Paris,174174.0,364,services,3,0.0901087,0,0.0,0,0.0,0.0,870.87
1126,2019,prevoyance,Paris,1056022.0,331,sante,2,0.16090110000000002,0,0.0,0,0.0,0.0,5280.11
1127,2020,prevoyance,Province,360327.0,226,industrie,1,0.10561635,0,0.0,0,0.0,0.0,1801.635
1128,2019,sante,Paris,71081.0,63,industrie,2,0.04485405,0,0.0,0,0.0,0.0,355.40500000000003
1129,2017,prevoyance,Province,146820.0,217,services,0,0.084041,0,0.0,0,0.0,0.0,734.1
1130,2017,prevoyance,Paris,148586.0,439,industrie,1,0.1163293,0,0.0,0,0.0,0.0,742.9300000000001
1131,2016,rc,Paris,179223.0,89,services,1,0.04286115,0,0.0,0,0.0,0.0,896.115
1132,2020,prevoyance,Cotier,3366591.0,404,sante,2,0.3,0,0.0,0,0.0,0.0,16832.955
1133,2019,prevoyance,Province,253983.0,389,sante,2,0.12659915,0,0.0,0,0.0,0.0,1269.915
1134,2018,rc,Paris,14142.0,442,services,0,0.059907100000000005,0,0.0,0,0.0,0.0,70.71000000000001
1135,2017,sante,Cotier,84850.0,492,sante,1,0.1384425,0,0.0,0,0.0,0.0,424.25
1136,2017,sante,Province,16013.0,160,industrie,2,0.051800650000000004,0,0.0,0,0.0,0.0,80.065
1137,2018,prevoyance,Cotier,109562.0,64,services,0,0.1268781,1,312648.5075497781,1,112648.50754977809,0.0,547.8100000000001
1138,2019,prevoyance,Province,14991.0,14,services,1,0.06714955,0,0.0,0,0.0,0.0,74.955
1139,2019,rc,Province,57188.0,457,services,1,0.0735594,0,0.0,0,0.0,0.0,285.94
1140,2020,sante,Cotier,26242.0,44,industrie,1,0.09071209999999999,0,0.0,0,0.0,0.0,131.21
1141,2020,sante,Paris,258072.0,358,sante,2,0.0837036,0,0.0,0,0.0,0.0,1290.3600000000001
1142,2016,prevoyance,Province,162860.0,128,btp,0,0.10594300000000001,0,0.0,0,0.0,0.0,814.3000000000001
1143,2017,prevoyance,Province,234112.0,206,btp,2,0.1373056,0,0.0,0,0.0,0.0,1170.56
1144,2020,rc,Paris,143564.0,63,industrie,0,0.0284782,0,0.0,0,0.0,0.0,717.82
1145,2019,prevoyance,Paris,30542.0,268,services,3,0.1133271,0,0.0,0,0.0,0.0,152.71
1146,2018,sante,Paris,301410.0,271,sante,1,0.06717050000000001,0,0.0,0,0.0,0.0,1507.05
1147,2019,prevoyance,Province,1634209.0,352,services,3,0.20191045,0,0.0,0,0.0,0.0,8171.045
1148,2017,sante,Province,265948.0,375,services,1,0.0757974,0,0.0,0,0.0,0.0,1329.74
1149,2019,rc,Province,97625.0,321,sante,1,0.06198125,0,0.0,0,0.0,0.0,488.125
1150,2016,sante,Paris,29329.0,11,services,0,0.01756645,0,0.0,0,0.0,0.0,146.645
1151,2017,prevoyance,Province,54738.0,91,services,1,0.0768369,0,0.0,0,0.0,0.0,273.69
1152,2018,sante,Cotier,280309.0,359,services,0,0.12491545,0,0.0,0,0.0,0.0,1401.545
1153,2016,sante,Paris,589920.0,431,services,5,0.137596,0,0.0,0,0.0,0.0,2949.6
1154,2017,prevoyance,Province,222579.0,449,btp,0,0.14102895000000001,0,0.0,0,0.0,0.0,1112.895
1155,2018,rc,Province,425009.0,14,services,1,0.047650450000000004,0,0.0,0,0.0,0.0,2125.045
1156,2016,sante,Province,380490.0,183,services,1,0.062324500000000005,0,0.0,0,0.0,0.0,1902.45
1157,2016,rc,Province,298893.0,148,services,1,0.05474465,0,0.0,0,0.0,0.0,1494.465
1158,2017,sante,Cotier,73853.0,202,industrie,1,0.10889265000000001,0,0.0,0,0.0,0.0,369.265
1159,2020,prevoyance,Paris,200528.0,147,services,0,0.0797264,0,0.0,0,0.0,0.0,1002.64
1160,2016,prevoyance,Cotier,58803.0,306,industrie,3,0.17854015,0,0.0,0,0.0,0.0,294.015
1161,2016,prevoyance,Paris,166195.0,125,sante,2,0.09580975,0,0.0,0,0.0,0.0,830.975
1162,2018,rc,Paris,242083.0,53,services,4,0.07240415,0,0.0,0,0.0,0.0,1210.415
1163,2019,sante,Paris,1220219.0,355,services,0,0.11151095,0,0.0,0,0.0,0.0,6101.095
1164,2017,sante,Province,33804.0,298,services,1,0.0564902,0,0.0,0,0.0,0.0,169.02
1165,2017,prevoyance,Province,290050.0,228,services,0,0.0923025,0,0.0,0,0.0,0.0,1450.25
1166,2020,prevoyance,Paris,962687.0,65,services,0,0.10963435,0,0.0,0,0.0,0.0,4813.435
1167,2020,sante,Paris,404585.0,251,sante,1,0.07032925000000001,0,0.0,0,0.0,0.0,2022.925
1168,2017,prevoyance,Cotier,442208.0,405,services,2,0.1976104,0,0.0,0,0.0,0.0,2211.04
1169,2020,prevoyance,Cotier,329468.0,267,btp,1,0.1981734,0,0.0,0,0.0,0.0,1647.3400000000001
1170,2018,sante,Province,772975.0,10,industrie,0,0.054648749999999996,0,0.0,0,0.0,0.0,3864.875
1171,2017,prevoyance,Province,44136.0,458,industrie,3,0.1330068,0,0.0,0,0.0,0.0,220.68
1172,2020,prevoyance,Province,30850.0,386,btp,4,0.1651425,0,0.0,0,0.0,0.0,154.25
1173,2017,prevoyance,Paris,161522.0,390,services,3,0.1320761,0,0.0,0,0.0,0.0,807.61
1174,2019,prevoyance,Cotier,12168.0,298,services,0,0.1454084,0,0.0,0,0.0,0.0,60.84
1175,2016,rc,Paris,712671.0,479,services,0,0.09853355,0,0.0,0,0.0,0.0,3563.355
1176,2017,prevoyance,Province,704229.0,469,industrie,2,0.15711145,0,0.0,0,0.0,0.0,3521.145
1177,2016,prevoyance,Paris,96759.0,112,services,3,0.10103795,1,282205.11231139314,1,82205.11231139314,0.0,483.795
1178,2020,prevoyance,Province,104305.0,301,sante,0,0.09031525,0,0.0,0,0.0,0.0,521.525
1179,2016,sante,Province,149221.0,158,industrie,1,0.04826105,0,0.0,0,0.0,0.0,746.105
1180,2017,prevoyance,Province,173239.0,93,sante,1,0.08296194999999999,0,0.0,0,0.0,0.0,866.195
1181,2019,sante,Paris,189588.0,429,services,0,0.0673794,0,0.0,0,0.0,0.0,947.94
1182,2020,prevoyance,Province,318023.0,35,services,3,0.10440115,0,0.0,0,0.0,0.0,1590.115
1183,2017,prevoyance,Paris,132303.0,184,industrie,1,0.09001515,0,0.0,0,0.0,0.0,661.515
1184,2020,prevoyance,Paris,504757.0,232,services,4,0.14343785,0,0.0,0,0.0,0.0,2523.785
1185,2018,rc,Paris,277934.0,138,industrie,1,0.0526967,0,0.0,0,0.0,0.0,1389.67
1186,2016,rc,Province,78562.0,431,industrie,2,0.08202809999999999,0,0.0,0,0.0,0.0,392.81
1187,2018,prevoyance,Province,807853.0,151,sante,1,0.12049264999999999,1,262882.1060214858,1,62882.106021485815,0.0,4039.265
1188,2017,sante,Province,31891.0,355,btp,0,0.08209455,0,0.0,0,0.0,0.0,159.455
1189,2019,rc,Province,145714.0,311,btp,1,0.0933857,1,222326.27750542885,1,22326.27750542885,0.0,728.57
1190,2020,prevoyance,Province,519333.0,307,industrie,2,0.13166665,1,269224.4470214366,1,69224.44702143659,0.0,2596.665
1191,2016,rc,Province,68344.0,144,sante,2,0.0528172,0,0.0,0,0.0,0.0,341.72
1192,2020,prevoyance,Paris,235972.0,64,services,1,0.0831986,0,0.0,0,0.0,0.0,1179.8600000000001
1193,2017,rc,Paris,312390.0,65,sante,1,0.0471195,0,0.0,0,0.0,0.0,1561.95
1194,2020,sante,Province,57952.0,383,industrie,1,0.0661976,0,0.0,0,0.0,0.0,289.76
1195,2016,rc,Province,149198.0,85,services,1,0.0409599,0,0.0,0,0.0,0.0,745.99
1196,2017,sante,Cotier,134887.0,328,sante,0,0.11454434999999999,0,0.0,0,0.0,0.0,674.4350000000001
1197,2020,prevoyance,Cotier,83945.0,417,services,2,0.18089725,0,0.0,0,0.0,0.0,419.725
1198,2019,rc,Paris,2576674.0,348,sante,0,0.1786337,0,0.0,0,0.0,0.0,12883.37
1199,2017,prevoyance,Paris,65139.0,466,services,0,0.10485695,0,0.0,0,0.0,0.0,325.695
1200,2017,prevoyance,Province,543571.0,364,services,2,0.13857855000000002,0,0.0,0,0.0,0.0,2717.855
1201,2019,sante,Paris,101584.0,141,sante,3,0.06417919999999999,0,0.0,0,0.0,0.0,507.92
1202,2018,sante,Paris,44180.0,51,services,1,0.032309,0,0.0,0,0.0,0.0,220.9
1203,2016,rc,Cotier,184126.0,361,btp,1,0.16030629999999998,0,0.0,0,0.0,0.0,920.63
1204,2018,prevoyance,Paris,354659.0,119,industrie,2,0.10463295,0,0.0,0,0.0,0.0,1773.295
1205,2020,sante,Cotier,491202.0,79,industrie,1,0.1174601,1,506325.6431765773,1,306325.6431765773,0.0,2456.01
1206,2019,sante,Province,1060995.0,293,industrie,3,0.12734974999999998,0,0.0,0,0.0,0.0,5304.975
1207,2018,prevoyance,Province,5577747.0,135,services,1,0.3,0,0.0,0,0.0,0.0,27888.735
1208,2017,prevoyance,Paris,219832.0,357,btp,0,0.1316916,0,0.0,0,0.0,0.0,1099.16
1209,2020,prevoyance,Paris,73445.0,305,services,4,0.12917225000000002,0,0.0,0,0.0,0.0,367.225
1210,2020,prevoyance,Province,280253.0,188,services,1,0.09781264999999999,0,0.0,0,0.0,0.0,1401.265
1211,2018,rc,Paris,118249.0,422,btp,1,0.10311245,0,0.0,0,0.0,0.0,591.245
1212,2018,sante,Paris,494429.0,307,industrie,0,0.07042145,1,204194.67213762534,1,4194.672137625341,0.0,2472.145
1213,2019,sante,Paris,34317.0,383,sante,1,0.06501585,1,321815.7481062253,1,121815.74810622528,0.0,171.585
1214,2016,rc,Paris,2791254.0,206,sante,1,0.1851627,1,219154.75406567374,1,19154.75406567374,0.0,13956.27
1215,2018,prevoyance,Paris,454638.0,270,industrie,2,0.12473189999999999,0,0.0,0,0.0,0.0,2273.19
1216,2018,rc,Province,21573.0,110,industrie,1,0.037078650000000005,0,0.0,0,0.0,0.0,107.86500000000001
1217,2017,prevoyance,Paris,69506.0,434,industrie,2,0.12187529999999999,1,233908.60120489143,1,33908.60120489143,0.0,347.53000000000003
1218,2020,rc,Paris,433348.0,70,btp,2,0.09366740000000001,0,0.0,0,0.0,0.0,2166.7400000000002
1219,2016,prevoyance,Province,667712.0,192,industrie,2,0.12758560000000002,0,0.0,0,0.0,0.0,3338.56
1220,2017,rc,Cotier,35359.0,421,btp,1,0.15886795,0,0.0,0,0.0,0.0,176.79500000000002
1221,2019,prevoyance,Paris,382939.0,306,services,3,0.13474695,1,306078.7401136551,1,106078.7401136551,0.0,1914.695
1222,2019,prevoyance,Paris,15728.0,376,btp,3,0.1533864,0,0.0,0,0.0,0.0,78.64
1223,2018,sante,Province,146210.0,18,btp,1,0.0641105,0,0.0,0,0.0,0.0,731.0500000000001
1224,2018,prevoyance,Cotier,618131.0,422,sante,3,0.21810655,0,0.0,0,0.0,0.0,3090.655
1225,2019,sante,Province,83967.0,215,services,3,0.07069835000000001,0,0.0,0,0.0,0.0,419.83500000000004
1226,2018,prevoyance,Province,26681.0,431,industrie,0,0.09943405,1,227878.77136816608,1,27878.771368166083,0.0,133.405
1227,2016,sante,Paris,193970.0,327,industrie,2,0.07739850000000001,0,0.0,0,0.0,0.0,969.85
1228,2018,prevoyance,Province,78774.0,63,services,2,0.0852387,1,226292.40211040684,1,26292.402110406838,0.0,393.87
1229,2020,prevoyance,Paris,346442.0,189,services,1,0.1012221,0,0.0,0,0.0,0.0,1732.21
1230,2018,prevoyance,Province,56253.0,113,sante,0,0.06911265,0,0.0,0,0.0,0.0,281.265
1231,2017,prevoyance,Province,64398.0,135,btp,1,0.1117199,1,287787.8810661777,1,87787.88106617768,0.0,321.99
1232,2016,prevoyance,Cotier,14397.0,43,industrie,0,0.12001984999999998,0,0.0,0,0.0,0.0,71.985
1233,2017,prevoyance,Paris,199573.0,174,btp,1,0.12237864999999999,0,0.0,0,0.0,0.0,997.865
1234,2017,prevoyance,Paris,134177.0,442,industrie,2,0.12590885000000002,0,0.0,0,0.0,0.0,670.885
1235,2020,prevoyance,Province,39102.0,307,industrie,1,0.09765510000000001,0,0.0,0,0.0,0.0,195.51
1236,2016,sante,Province,205368.0,279,btp,3,0.1131684,0,0.0,0,0.0,0.0,1026.84
1237,2016,rc,Province,558207.0,475,sante,2,0.11041035,0,0.0,0,0.0,0.0,2791.035
1238,2016,prevoyance,Paris,125658.0,298,industrie,1,0.1010829,0,0.0,0,0.0,0.0,628.29
1239,2016,sante,Paris,224538.0,127,btp,1,0.07892690000000001,0,0.0,0,0.0,0.0,1122.69
1240,2016,sante,Province,225928.0,363,sante,3,0.0925964,0,0.0,0,0.0,0.0,1129.64
1241,2020,prevoyance,Paris,38361.0,101,industrie,0,0.06701805,0,0.0,0,0.0,0.0,191.805
1242,2018,sante,Cotier,1920129.0,109,services,3,0.21190644999999997,1,267152.01006854564,1,67152.01006854564,0.0,9600.645
1243,2017,prevoyance,Province,92502.0,494,btp,0,0.1390251,0,0.0,0,0.0,0.0,462.51
1244,2016,sante,Province,357660.0,96,btp,1,0.082483,0,0.0,0,0.0,0.0,1788.3
1245,2018,prevoyance,Province,409650.0,243,services,3,0.12978250000000002,0,0.0,0,0.0,0.0,2048.25
1246,2018,sante,Province,137652.0,410,industrie,2,0.0828826,0,0.0,0,0.0,0.0,688.26
1247,2017,sante,Paris,337106.0,133,services,2,0.06515530000000001,0,0.0,0,0.0,0.0,1685.53
1248,2020,prevoyance,Cotier,218597.0,212,btp,3,0.20712984999999998,0,0.0,0,0.0,0.0,1092.9850000000001
1249,2019,prevoyance,Paris,29698.0,41,services,1,0.0705849,0,0.0,0,0.0,0.0,148.49
1250,2019,rc,Province,109237.0,366,industrie,4,0.09706185,0,0.0,0,0.0,0.0,546.1850000000001
1251,2018,prevoyance,Paris,78037.0,472,btp,1,0.14610185,0,0.0,0,0.0,0.0,390.185
1252,2017,sante,Province,93518.0,461,services,0,0.0657759,0,0.0,0,0.0,0.0,467.59000000000003
1253,2019,rc,Paris,34037.0,48,sante,5,0.07150185,0,0.0,0,0.0,0.0,170.185
1254,2018,sante,Paris,628896.0,103,sante,0,0.0567448,0,0.0,0,0.0,0.0,3144.48
1255,2020,sante,Cotier,1112801.0,19,btp,1,0.17254005000000003,1,267410.2271978358,1,67410.2271978358,0.0,5564.005
1256,2019,sante,Paris,526288.0,224,sante,0,0.0637144,1,225145.81694335918,1,25145.816943359183,0.0,2631.44
1257,2018,rc,Province,747609.0,417,sante,0,0.09408045,0,0.0,0,0.0,0.0,3738.045
1258,2018,prevoyance,Cotier,107628.0,109,services,3,0.1612814,0,0.0,0,0.0,0.0,538.14
1259,2016,prevoyance,Paris,75848.0,253,btp,3,0.14409239999999998,0,0.0,0,0.0,0.0,379.24
1260,2020,prevoyance,Province,63940.0,67,btp,3,0.124897,1,201897.56229461706,1,1897.5622946170624,0.0,319.7
1261,2016,rc,Paris,352525.0,462,services,3,0.10882625,0,0.0,0,0.0,0.0,1762.625
1262,2017,sante,Paris,213731.0,366,industrie,1,0.07228655,0,0.0,0,0.0,0.0,1068.655
1263,2016,prevoyance,Province,148351.0,329,services,2,0.11531755,0,0.0,0,0.0,0.0,741.755
1264,2016,rc,Cotier,770025.0,28,industrie,2,0.13630124999999998,0,0.0,0,0.0,0.0,3850.125
1265,2019,prevoyance,Paris,264588.0,366,services,1,0.1148294,0,0.0,0,0.0,0.0,1322.94
1266,2018,prevoyance,Province,59493.0,126,industrie,1,0.08057465,0,0.0,0,0.0,0.0,297.46500000000003
1267,2020,sante,Province,71891.0,145,sante,3,0.06309455,0,0.0,0,0.0,0.0,359.455
1268,2016,prevoyance,Cotier,368941.0,336,services,2,0.18704705,0,0.0,0,0.0,0.0,1844.705
1269,2020,rc,Paris,568115.0,305,industrie,1,0.08390575,0,0.0,0,0.0,0.0,2840.5750000000003
1270,2016,prevoyance,Province,315532.0,22,services,2,0.09297659999999999,0,0.0,0,0.0,0.0,1577.66
1271,2017,rc,Province,1585272.0,110,industrie,2,0.1252636,0,0.0,0,0.0,0.0,7926.360000000001
1272,2016,sante,Province,1157773.0,389,btp,0,0.14178865000000002,0,0.0,0,0.0,0.0,5788.865
1273,2019,prevoyance,Cotier,276300.0,164,services,3,0.17521499999999998,0,0.0,0,0.0,0.0,1381.5
1274,2018,rc,Cotier,59498.0,91,services,1,0.09707489999999999,0,0.0,0,0.0,0.0,297.49
1275,2017,sante,Paris,33793.0,97,sante,2,0.046389650000000004,0,0.0,0,0.0,0.0,168.965
1276,2016,prevoyance,Province,102247.0,114,services,2,0.09151234999999999,0,0.0,0,0.0,0.0,511.235
1277,2020,prevoyance,Paris,401859.0,139,sante,0,0.08899294999999999,0,0.0,0,0.0,0.0,2009.295
1278,2017,rc,Paris,1457126.0,281,services,0,0.1159563,0,0.0,0,0.0,0.0,7285.63
1279,2017,prevoyance,Province,268589.0,23,services,3,0.10072945,0,0.0,0,0.0,0.0,1342.945
1280,2016,prevoyance,Paris,661634.0,137,services,0,0.1017817,0,0.0,0,0.0,0.0,3308.17
1281,2017,prevoyance,Province,121253.0,410,industrie,1,0.11206265000000001,0,0.0,0,0.0,0.0,606.265
1282,2020,prevoyance,Cotier,343631.0,69,industrie,1,0.14908154999999998,0,0.0,0,0.0,0.0,1718.155
1283,2017,sante,Paris,437148.0,463,industrie,3,0.11315739999999999,0,0.0,0,0.0,0.0,2185.7400000000002
1284,2020,prevoyance,Cotier,15131.0,236,btp,0,0.16935655,0,0.0,0,0.0,0.0,75.655
1285,2016,prevoyance,Province,99099.0,26,btp,3,0.12255495000000001,0,0.0,0,0.0,0.0,495.495
1286,2018,prevoyance,Province,508714.0,54,industrie,1,0.0958357,0,0.0,0,0.0,0.0,2543.57
1287,2017,prevoyance,Cotier,226242.0,47,services,0,0.1310121,0,0.0,0,0.0,0.0,1131.21
1288,2018,rc,Paris,38723.0,133,sante,3,0.060236149999999995,0,0.0,0,0.0,0.0,193.615
1289,2020,prevoyance,Province,8812.0,369,industrie,3,0.12234060000000001,0,0.0,0,0.0,0.0,44.06
1290,2017,rc,Province,104932.0,73,services,2,0.0475466,0,0.0,0,0.0,0.0,524.66
1291,2019,prevoyance,Paris,149357.0,386,services,1,0.11106785,0,0.0,0,0.0,0.0,746.785
1292,2018,prevoyance,Cotier,56347.0,262,btp,2,0.19401734999999998,0,0.0,0,0.0,0.0,281.735
1293,2017,rc,Cotier,193243.0,271,services,2,0.13176215,0,0.0,0,0.0,0.0,966.215
1294,2018,prevoyance,Paris,298840.0,453,sante,1,0.125242,0,0.0,0,0.0,0.0,1494.2
1295,2017,sante,Paris,363969.0,121,services,1,0.05529845,0,0.0,0,0.0,0.0,1819.845
1296,2016,rc,Province,9632.0,111,services,1,0.0365816,0,0.0,0,0.0,0.0,48.160000000000004
1297,2018,prevoyance,Paris,33619.0,58,services,1,0.07248095,0,0.0,0,0.0,0.0,168.095
1298,2019,prevoyance,Province,112922.0,286,services,2,0.1092461,0,0.0,0,0.0,0.0,564.61
1299,2019,sante,Paris,323388.0,236,industrie,4,0.09476939999999999,1,223589.47455966976,1,23589.47455966976,0.0,1616.94
1300,2020,prevoyance,Province,292752.0,32,sante,0,0.07283759999999999,0,0.0,0,0.0,0.0,1463.76
